Gene stable ID	Chromosome/scaffold name	Gene name	Gene type	Gene start (bp)	Gene end (bp)
ENSG00000200703	3	RNU6-873P	snRNA	87742543	87742649
ENSG00000199672	1	RNU4-21P	snRNA	229535064	229535189
ENSG00000240474	20	RN7SL116P	misc_RNA	38872770	38873074
ENSG00000200890	2	RNA5SP99	rRNA_pseudogene	81496214	81496327
ENSG00000222182	4	RNA5SP156	rRNA_pseudogene	11414051	11414160
ENSG00000200831	9	SNORD36B	snoRNA	133350095	133350168
ENSG00000277890	KI270727.1	RF00026	snRNA	34890	34996
ENSG00000199985	8	RNA5SP264	rRNA_pseudogene	36764445	36764551
ENSG00000200344	1	RF00019	misc_RNA	7982881	7982983
ENSG00000221216	1	RNU6ATAC27P	snRNA	28481362	28481480
ENSG00000277167	CHR_HSCHR15_4_CTG8	RF00017	misc_RNA	30763377	30763613
ENSG00000206850	12	RF00019	misc_RNA	130906838	130906949
ENSG00000274701	8	RF00017	misc_RNA	94655911	94656208
ENSG00000199223	19	RF00019	misc_RNA	6572956	6573057
ENSG00000206960	6	RNU6-793P	snRNA	14646535	14646638
ENSG00000264294	1	SNORD55	snoRNA	44775864	44775943
ENSG00000277583	7	RF02180	misc_RNA	116953214	116953324
ENSG00000199788	13	RNY3P2	misc_RNA	49095391	49095492
ENSG00000276200	2	RN7SL820P	misc_RNA	196289409	196289707
ENSG00000239542	17	RN7SL399P	misc_RNA	41730127	41730405
ENSG00000222268	16	RNA5SP425	rRNA_pseudogene	47505432	47505543
ENSG00000243782	10	RN7SL78P	misc_RNA	87832818	87833098
ENSG00000265892	4	RN7SL311P	misc_RNA	139185441	139185746
ENSG00000200288	3	RF00425	snoRNA	177624282	177624409
ENSG00000206891	3	RNU6-217P	snRNA	77811741	77811844
ENSG00000200201	11	RF00019	misc_RNA	3665164	3665259
ENSG00000202515	5	VTRNA1-3	misc_RNA	140726158	140726246
ENSG00000201649	2	RNY4P34	misc_RNA	200373175	200373269
ENSG00000238311	15	SNORD13E	snoRNA	65696833	65696936
ENSG00000207082	1	RNU6-171P	snRNA	164639565	164639671
ENSG00000274055	9	RF02045	misc_RNA	22046758	22046901
ENSG00000275856	6	RF02219	misc_RNA	30058115	30058190
ENSG00000201394	3	RNA5SP140	rRNA_pseudogene	133710076	133710167
ENSG00000278234	3	RF00004	snRNA	150241777	150241860
ENSG00000238797	4	RF00019	misc_RNA	39441665	39441764
ENSG00000274127	7	RF02271	misc_RNA	146208665	146208819
ENSG00000274208	CHR_HSCHR4_7_CTG12	RF00003	snRNA	189720125	189720300
ENSG00000199910	1	RNA5S10	rRNA	228630390	228630508
ENSG00000199334	1	RNA5S11	rRNA	228632631	228632749
ENSG00000201315	3	RN7SKP227	misc_RNA	36685040	36685369
ENSG00000252649	20	RNA5SP480	rRNA_pseudogene	31356870	31356978
ENSG00000223190	20	RN7SKP100	misc_RNA	43063326	43063609
ENSG00000200818	14	RNU6-1204P	snRNA	56824986	56825092
ENSG00000212266	1	RF00561	snoRNA	117688621	117688742
ENSG00000202092	5	RNA5SP190	rRNA_pseudogene	119445716	119445833
ENSG00000200065	5	RF00019	misc_RNA	32134738	32134834
ENSG00000207194	1	RNU6-1026P	snRNA	50582404	50582511
ENSG00000206633	2	SNORA80B	snoRNA	10446714	10446849
ENSG00000222764	6	RN7SKP106	misc_RNA	141486141	141486412
ENSG00000212306	15	RF00019	misc_RNA	100638363	100638457
ENSG00000212182	2	RF00012	snoRNA	114005440	114005655
ENSG00000201176	4	RNU6-853P	snRNA	168885355	168885461
ENSG00000221468	10	RNU6ATAC11P	snRNA	43341786	43341910
ENSG00000200367	14	SNORD113-8	snoRNA	100943451	100943524
ENSG00000252920	1	RF00322	snoRNA	153012482	153012614
ENSG00000201440	X	RNA5SP515	rRNA_pseudogene	135428168	135428285
ENSG00000212348	8	RNU6-1300P	snRNA	74048677	74048784
ENSG00000252888	10	RF00322	snoRNA	76835377	76835502
ENSG00000207051	13	SNORA27	snoRNA	27255401	27255526
ENSG00000252121	1	RNU6-970P	snRNA	92969604	92969710
ENSG00000266884	CHR_HSCHR6_MHC_QBL_CTG1	RF00003	snRNA	32447192	32447340
ENSG00000240202	11	RN7SL223P	misc_RNA	93556913	93557206
ENSG00000252133	9	RF00156	snoRNA	62358191	62358285
ENSG00000265141	1	RN7SL451P	misc_RNA	8979576	8979874
ENSG00000201763	8	RNA5SP267	rRNA_pseudogene	59455885	59456010
ENSG00000238785	20	RNU7-92P	snRNA	47904348	47904423
ENSG00000275664	21	RF01518	misc_RNA	8205851	8205940
ENSG00000243373	6	RN7SL173P	misc_RNA	158437797	158438088
ENSG00000207440	14	RNU6-541P	snRNA	31142939	31143048
ENSG00000201756	11	RF00019	misc_RNA	76404140	76404252
ENSG00000252936	16	RNA5SP423	rRNA_pseudogene	35755177	35755285
ENSG00000283965	CHR_HG1832_PATCH	KCNH1	protein_coding	210680180	211137522
ENSG00000243267	1	RN7SL614P	misc_RNA	10616836	10617115
ENSG00000252719	X	RF00425	snoRNA	139909904	139910034
ENSG00000200860	14	RF00019	misc_RNA	66177527	66177635
ENSG00000277752	13	RF02109	misc_RNA	50075570	50075653
ENSG00000222940	2	RNU6-370P	snRNA	24045835	24045938
ENSG00000283369	1	RF00026	snRNA	247607126	247607201
ENSG00000274266	1	SNORA73A	snoRNA	28507366	28507571
ENSG00000276189	1	RF02197	misc_RNA	3736943	3737103
ENSG00000223262	21	RNA5SP492	rRNA_pseudogene	42221173	42221286
ENSG00000266419	CHR_HSCHR6_MHC_DBB_CTG1	SNORD117	snoRNA	31518553	31518628
ENSG00000265920	CHR_HSCHR6_MHC_QBL_CTG1	RF00026	snRNA	32310327	32310433
ENSG00000243650	2	RN7SL834P	misc_RNA	230507101	230507386
ENSG00000200360	1	RNU6-792P	snRNA	111490317	111490423
ENSG00000201410	3	RF00342	snoRNA	86125216	86125287
ENSG00000277891	CHR_HSCHR17_7_CTG4	RF00026	snRNA	37912034	37912140
ENSG00000253074	1	RNU6-586P	snRNA	67196140	67196243
ENSG00000212565	17	RF00263	snoRNA	48880840	48880967
ENSG00000243059	15	RN7SL400P	misc_RNA	21102843	21103138
ENSG00000240613	9	RN7SL98P	misc_RNA	15525782	15526081
ENSG00000201654	14	RNU6-7	snRNA	32202045	32202151
ENSG00000264192	2	RN7SL117P	misc_RNA	21922993	21923288
ENSG00000222755	8	RN7SKP206	misc_RNA	129290983	129291275
ENSG00000275655	2	RN7SL313P	misc_RNA	97100587	97100874
ENSG00000278045	11	RF02205	misc_RNA	32436797	32437030
ENSG00000223341	13	RN7SKP3	misc_RNA	45060729	45061086
ENSG00000201800	3	RF00019	misc_RNA	125516979	125517086
ENSG00000202514	8	RF00019	misc_RNA	42949388	42949495
ENSG00000206958	5	RF00156	snoRNA	88382772	88382907
ENSG00000222154	7	RN7SKP218	misc_RNA	53490148	53490439
ENSG00000283291	20	RF00002	rRNA	29741510	29741661
ENSG00000222921	2	RNA5SP104	rRNA_pseudogene	134231195	134231312
ENSG00000240106	19	RN7SL146P	misc_RNA	16539688	16539984
ENSG00000222845	2	RN7SKP42	misc_RNA	187122562	187122861
ENSG00000277922	X	RF02122	misc_RNA	74293357	74293574
ENSG00000222430	10	RF00019	misc_RNA	101952605	101952704
ENSG00000207458	13	RNY3P9	misc_RNA	40226827	40226932
ENSG00000199756	1	RF00019	misc_RNA	28881726	28881835
ENSG00000244677	14	RN7SL706P	misc_RNA	68149617	68149908
ENSG00000265607	CHR_HSCHR6_MHC_COX_CTG1	SNORD84	snoRNA	31528550	31528627
ENSG00000207063	15	SNORD116-1	snoRNA	25051477	25051571
ENSG00000252374	7	RF00019	misc_RNA	14010669	14010763
ENSG00000200101	2	RNU6-508P	snRNA	59647621	59647723
ENSG00000275128	8	RN7SL203P	misc_RNA	70480192	70480487
ENSG00000222950	12	RN7SKP262	misc_RNA	25779287	25779569
ENSG00000199798	14	SNORD114-5	snoRNA	100955370	100955439
ENSG00000199787	16	SNORA80C	snoRNA	30419625	30419759
ENSG00000199318	1	RNA5SP52	rRNA_pseudogene	87453240	87453373
ENSG00000206722	4	RNU6-1074P	snRNA	139256657	139256760
ENSG00000212499	10	RNA5SP300	rRNA_pseudogene	12924679	12924785
ENSG00000222282	1	RNU6-584P	snRNA	37885023	37885117
ENSG00000206941	11	SNORD15A	snoRNA	75400391	75400538
ENSG00000206791	1	RNU1-129P	snRNA	148014417	148014583
ENSG00000252214	2	RNU6-542P	snRNA	74319399	74319501
ENSG00000274845	2	RF02271	misc_RNA	191682452	191682633
ENSG00000276094	9	RF00156	snoRNA	41573512	41573606
ENSG00000206630	16	SNORD60	snoRNA	2155023	2155105
ENSG00000252881	5	RNU6-334P	snRNA	104780288	104780389
ENSG00000206917	17	RNU1-52P	snRNA	58677574	58677737
ENSG00000212373	4	RNA5SP171	rRNA_pseudogene	166918364	166918478
ENSG00000201801	1	RNU5E-4P	snRNA	11909808	11909927
ENSG00000199666	1	SNORD3G	snoRNA	90657750	90657964
ENSG00000251714	4	RN7SKP67	misc_RNA	182631454	182631688
ENSG00000201916	22	RF00019	misc_RNA	20481158	20481268
ENSG00000252501	1	RNU4-77P	snRNA	233448626	233448781
ENSG00000206969	14	RNU6-1316P	snRNA	102865856	102865963
ENSG00000277994	12	RF01906	misc_RNA	53965965	53966061
ENSG00000200991	15	RF00402	snoRNA	84852498	84852615
ENSG00000283367	3	RF01699	sRNA	91356755	91356914
ENSG00000222524	19	RN7SKP109	misc_RNA	55737285	55737600
ENSG00000278007	19	RF00017	misc_RNA	4127492	4127732
ENSG00000252591	19	RNA5SP468	rRNA_pseudogene	17972025	17972117
ENSG00000199492	17	RNU6-1313P	snRNA	49966075	49966176
ENSG00000199603	2	RNU6-951P	snRNA	38147415	38147521
ENSG00000252595	4	RN7SKP82	misc_RNA	42892396	42892618
ENSG00000252190	1	RF00492	scaRNA	26006006	26006130
ENSG00000280584	CHR_HG2030_PATCH	OBP2B	protein_coding	133205277	133209250
ENSG00000199286	3	RNU6-1094P	snRNA	96608814	96608917
ENSG00000201945	12	RF00156	snoRNA	121107043	121107174
ENSG00000212475	12	RNU6-400P	snRNA	33576095	33576200
ENSG00000207068	10	RNU6-463P	snRNA	105534659	105534765
ENSG00000239069	7	RF00019	misc_RNA	74895816	74895917
ENSG00000238482	1	RNU6-1208P	snRNA	24777873	24777979
ENSG00000200972	1	RNU5A-8P	snRNA	210374154	210374267
ENSG00000202508	10	RF00019	misc_RNA	13511206	13511313
ENSG00000201365	8	RF00019	misc_RNA	66653469	66653576
ENSG00000207221	11	SNORA70E	snoRNA	83041464	83041598
ENSG00000278055	7	RF02149	misc_RNA	130488304	130488538
ENSG00000206656	15	SNORD116-17	snoRNA	25083588	25083679
ENSG00000274175	KI270728.1	AC133551.1	protein_coding	17234	19833
ENSG00000276965	22	RF01891	misc_RNA	30972857	30973093
ENSG00000199913	7	RF00019	misc_RNA	73095357	73095458
ENSG00000276690	3	RF01953	misc_RNA	181699608	181699883
ENSG00000212140	2	RNU6-1320P	snRNA	94846533	94846639
ENSG00000252722	15	RF00601	scaRNA	75121536	75121666
ENSG00000243562	11	RN7SL838P	misc_RNA	440399	440693
ENSG00000244033	8	RN7SL228P	misc_RNA	117017946	117018248
ENSG00000201564	11	RN7SKP50	misc_RNA	9680924	9681238
ENSG00000207244	8	RF00156	snoRNA	8961575	8961708
ENSG00000252977	1	RNA5SP70	rRNA_pseudogene	181771566	181771644
ENSG00000200169	1	RNU5D-1	snRNA	44731055	44731170
ENSG00000201600	3	RN7SKP124	misc_RNA	139584105	139584445
ENSG00000207319	2	RF00019	misc_RNA	206701065	206701185
ENSG00000212589	10	RF00560	snoRNA	113820459	113820590
ENSG00000212331	10	RNA5SP297	rRNA_pseudogene	154831	154943
ENSG00000244006	X	RN7SL799P	misc_RNA	64210691	64210988
ENSG00000201910	5	RNU1-140P	snRNA	104098874	104099038
ENSG00000277761	KI270728.1	AC136616.2	protein_coding	1167457	1257196
ENSG00000263367	CHR_HSCHR6_MHC_MANN_CTG1	RF00026	snRNA	31127920	31128019
ENSG00000202407	X	RF00019	misc_RNA	106426568	106426669
ENSG00000222582	4	RNU2-66P	snRNA	154787118	154787278
ENSG00000201493	1	RNU1-141P	snRNA	218129795	218129952
ENSG00000252545	17	RNU6-362P	snRNA	75031097	75031186
ENSG00000278113	13	RF02271	misc_RNA	72567213	72567380
ENSG00000240235	9	RN7SL794P	misc_RNA	99185587	99185866
ENSG00000276186	CHR_HSCHR11_3_CTG1	RNU6-1025P	snRNA	948421	948524
ENSG00000200769	7	RF00019	misc_RNA	92202243	92202334
ENSG00000199953	17	RNA5SP443	rRNA	45327366	45327497
ENSG00000275605	CHR_HSCHR19LRC_PGF1_CTG3_1	AC012314.18	protein_coding	54102906	54107026
ENSG00000278109	17	RF00017	misc_RNA	43607436	43607723
ENSG00000278384	GL000218.1	AL354822.1	protein_coding	51867	54893
ENSG00000199546	3	RF00019	misc_RNA	49270132	49270239
ENSG00000200216	15	RNU6-745P	snRNA	70193236	70193341
ENSG00000252141	13	RNU6-65P	snRNA	51565412	51565509
ENSG00000212295	6	SNORD28B	snoRNA	156378750	156378824
ENSG00000252020	22	RF00492	scaRNA	21389796	21389938
ENSG00000276345	KI270721.1	AC004556.1	protein_coding	2585	11802
ENSG00000242360	13	RN7SL272P	misc_RNA	27989296	27989584
ENSG00000263491	CHR_HSCHR6_MHC_DBB_CTG1	RF00017	misc_RNA	28977485	28977783
ENSG00000201376	14	RF00156	snoRNA	51244090	51244224
ENSG00000200708	2	RN7SKP93	misc_RNA	133596091	133596399
ENSG00000275086	CHR_HSCHR19LRC_LRC_J_CTG3_1	TFPT	protein_coding	54107066	54115801
ENSG00000273782	19	RF02202	misc_RNA	15834730	15834804
ENSG00000251830	6	RF00218	snoRNA	24166273	24166374
ENSG00000252464	5	RN7SKP70	misc_RNA	178619728	178619998
ENSG00000274626	CHR_HSCHR19LRC_COX2_CTG3_1	AC012314.10	protein_coding	54201473	54208260
ENSG00000238795	12	SCARNA12	snoRNA	6967337	6967606
ENSG00000263362	CHR_HSCHR6_MHC_COX_CTG1	SNORD52	snoRNA	31824440	31824506
ENSG00000212156	10	RNU6-576P	snRNA	2199387	2199488
ENSG00000264322	17	RN7SL448P	misc_RNA	60899891	60900185
ENSG00000275123	CHR_HSCHR19LRC_LRC_T_CTG3_1	TARM1	protein_coding	54069947	54081380
ENSG00000277400	GL000194.1	AC145212.1	protein_coding	53590	115018
ENSG00000274965	CHR_HSCHR15_4_CTG8	TRPM1	protein_coding	31152534	31312750
ENSG00000276826	CHR_HSCHR19LRC_COX2_CTG3_1	RDH13	protein_coding	54715159	54734052
ENSG00000274894	CHR_HSCHR19LRC_LRC_J_CTG3_1	AC012314.13	protein_coding	54115536	54131896
ENSG00000274050	CHR_HSCHR19LRC_LRC_T_CTG3_1	GP6	protein_coding	54957703	54982262
ENSG00000278322	CHR_HSCHR19LRC_COX2_CTG3_1	AC012314.41	protein_coding	54173854	54190480
ENSG00000276296	CHR_HSCHR19LRC_LRC_S_CTG3_1	TFPT	protein_coding	54107066	54115801
ENSG00000283876	1	MIR4260	miRNA	209623444	209623510
ENSG00000283558	10	MIR3158-2	miRNA	101601417	101601497
ENSG00000263540	11	MIR5582	miRNA	46753125	46753192
ENSG00000276628	CHR_HSCHR19LRC_LRC_I_CTG3_1	LENG1	protein_coding	54156127	54160192
ENSG00000264032	11	MIR4491	miRNA	111347757	111347824
ENSG00000281842	12	MIR1291	miRNA	48654444	48654530
ENSG00000283621	12	MIR6759	miRNA	57748618	57748682
ENSG00000283793	12	MIR6861	miRNA	112163258	112163321
ENSG00000263742	11	MIR3165	miRNA	72072228	72072302
ENSG00000266327	14	MIR4503	miRNA	36952309	36952391
ENSG00000207967	12	MIR620	miRNA	116148560	116148654
ENSG00000265993	14	MIR5694	miRNA	67441855	67441930
ENSG00000207766	15	MIR626	miRNA	41691585	41691678
ENSG00000263399	13	MIR3170	miRNA	98208524	98208600
ENSG00000283891	15	MIR628	miRNA	55372940	55373034
ENSG00000208004	14	MIR323B	miRNA	101056219	101056300
ENSG00000207695	15	MIR184	miRNA	79209788	79209871
ENSG00000277841	15	MIR5701-2	miRNA	21513959	21514040
ENSG00000221634	15	MIR1276	miRNA	85770496	85770578
ENSG00000265195	15	MIR4312	miRNA	68801850	68801925
ENSG00000284346	16	MIR940	miRNA	2271747	2271840
ENSG00000275109	16	MIR6504	miRNA	81611348	81611408
ENSG00000264314	17	MIR548AT	miRNA	42494773	42494830
ENSG00000277478	17	MIR6165	miRNA	49510817	49510900
ENSG00000283492	18	MIR7153	miRNA	11654885	11654941
ENSG00000207736	17	MIR657	miRNA	81125276	81125373
ENSG00000284553	19	MIR6886	miRNA	11113474	11113534
ENSG00000207782	19	MIR150	miRNA	49500785	49500868
ENSG00000264175	19	MIR3189	miRNA	18386562	18386634
ENSG00000273916	CHR_HSCHR19LRC_LRC_T_CTG3_1	AC011476.5	protein_coding	54850138	54857077
ENSG00000278617	19	MIR8074	miRNA	51206929	51207009
ENSG00000264979	2	MIR4436B1	miRNA	110086433	110086523
ENSG00000216191	2	MIR8485	miRNA	50696172	50696262
ENSG00000263973	21	MIR4760	miRNA	40212352	40212431
ENSG00000221782	2	MIR548F2	miRNA	212426263	212426360
ENSG00000274552	22	MIR6889	miRNA	41252992	41253050
ENSG00000278533	CHR_HSCHR19LRC_LRC_I_CTG3_1	OSCAR	protein_coding	54094681	54102740
ENSG00000275842	20	MIR941-5	miRNA	63919868	63919939
ENSG00000266329	5	MIR4281	miRNA	176629439	176629500
ENSG00000276753	22	MIR6821	miRNA	49962866	49962939
ENSG00000265724	7	MIR4284	miRNA	73711317	73711397
ENSG00000276083	3	MIR7976	miRNA	127587111	127587176
ENSG00000207597	7	MIR490	miRNA	136903167	136903294
ENSG00000266515	4	MIR4452	miRNA	86542482	86542552
ENSG00000273882	4	MIR8066	miRNA	101240795	101240872
ENSG00000265465	X	MIR4768	miRNA	17425881	17425954
ENSG00000207800	X	MIR504	miRNA	138667711	138667793
ENSG00000284447	5	MIR9-2	miRNA	88666853	88666939
ENSG00000206973	2	RNU6-1145P	snRNA	61605616	61605722
ENSG00000283278	7	MIR3914-2	miRNA	71307674	71307768
ENSG00000223012	9	RN7SKP264	misc_RNA	86258358	86258646
ENSG00000284547	9	MIR2861	miRNA	127785918	127786007
ENSG00000265848	9	MIR3689D1	miRNA	134849609	134849682
ENSG00000277027	9	RMRP	ribozyme	35657754	35658017
ENSG00000283899	1	MIR761	miRNA	51836344	51836402
ENSG00000199938	6	RF00019	misc_RNA	38565950	38566055
ENSG00000239547	22	RN7SL843P	misc_RNA	17352881	17353177
ENSG00000284108	11	MIR611	miRNA	61792495	61792561
ENSG00000201643	7	SNORA14A	snoRNA	75943782	75943916
ENSG00000207466	1	RF00019	misc_RNA	38950825	38950925
ENSG00000283603	12	MIR4302	miRNA	25874020	25874079
ENSG00000200175	1	RNU6-1309P	snRNA	150812591	150812698
ENSG00000265061	12	AC061709.1	miRNA	128244506	128244573
ENSG00000278036	CHR_HSCHR10_1_CTG1	RF00026	snRNA	27315120	27315226
ENSG00000221537	14	MIR548H1	miRNA	64095024	64095125
ENSG00000252188	7	RF00561	snoRNA	138625060	138625179
ENSG00000199109	14	MIR411	miRNA	101023325	101023420
ENSG00000200237	19	RF00156	snoRNA	9819954	9820094
ENSG00000223087	14	RNU6-602P	snRNA	31662039	31662143
ENSG00000211582	14	MIR758	miRNA	101026020	101026107
ENSG00000239419	7	RN7SL535P	misc_RNA	143290615	143290910
ENSG00000280404	7	AC005086.4	pseudogene	102161120	102161337
ENSG00000283180	16	MIR6767	miRNA	2445392	2445457
ENSG00000263358	CHR_HSCHR6_MHC_SSTO_CTG1	SNORD117	snoRNA	31527123	31527198
ENSG00000284564	17	MIR3064	miRNA	64500774	64500839
ENSG00000284246	11	MIR6716	miRNA	118644000	118644079
ENSG00000253058	17	RNA5SP437	rRNA_pseudogene	31963805	31963933
ENSG00000202382	2	RF00019	misc_RNA	85367585	85367686
ENSG00000264405	12	MIR3913-1	miRNA	69584722	69584823
ENSG00000266437	19	MIR4746	miRNA	4445978	4446048
ENSG00000265526	12	MIR4304	miRNA	123010667	123010728
ENSG00000275975	X	RF00017	misc_RNA	71368666	71368968
ENSG00000221445	2	MIR1301	miRNA	25328640	25328721
ENSG00000276096	16	RF00017	misc_RNA	4756338	4756633
ENSG00000265432	14	MIR4308	miRNA	54878113	54878193
ENSG00000264755	2	MIR3131	miRNA	219058688	219058750
ENSG00000265462	16	MIR3680-1	miRNA	21506049	21506135
ENSG00000223062	1	RNU6-1245P	snRNA	27824538	27824643
ENSG00000265281	16	MIR3935	miRNA	56245520	56245623
ENSG00000263937	CHR_HSCHR6_MHC_COX_CTG1	RF00026	snRNA	28916461	28916560
ENSG00000273745	20	MIR6870	miRNA	10649636	10649695
ENSG00000199960	15	SNORD115-14	snoRNA	25194921	25195001
ENSG00000273657	19	MIR6792	miRNA	7617439	7617505
ENSG00000277437	21	FP671120.1	miRNA	8208844	8208904
ENSG00000265301	2	MIR548AD	miRNA	35471405	35471486
ENSG00000283666	4	RF00026	snRNA	29510635	29510737
ENSG00000206887	1	RNU6-1008P	snRNA	224305380	224305483
ENSG00000275469	21	MIR6130	miRNA	23079284	23079392
ENSG00000275950	21	MIR6724-1	miRNA	8205315	8205406
ENSG00000264661	22	MIR3200	miRNA	30731557	30731641
ENSG00000222520	18	RNA5SP451	rRNA_pseudogene	21928985	21929094
ENSG00000207807	4	MIR95	miRNA	8005301	8005381
ENSG00000251923	4	RNU6-276P	snRNA	55798636	55798731
ENSG00000283894	3	MIR1324	miRNA	75630763	75630858
ENSG00000271899	6	MIR4466	miRNA	156779678	156779731
ENSG00000207292	6	RF00019	misc_RNA	149631437	149631549
ENSG00000276656	3	MIR6083	miRNA	124374332	124374437
ENSG00000276844	15	SNORD115-46	snoRNA	25266591	25266661
ENSG00000199145	4	MIR302D	miRNA	112648004	112648071
ENSG00000273836	8	MIR6842	miRNA	27433370	27433434
ENSG00000222869	7	RNU6-565P	snRNA	37351143	37351242
ENSG00000277264	6	MIR6833	miRNA	32179816	32179876
ENSG00000243541	2	RN7SL104P	misc_RNA	15950689	15950981
ENSG00000265075	8	MIR3622B	miRNA	27701673	27701767
ENSG00000263652	X	MIR548AX	miRNA	11318614	11318686
ENSG00000276065	CHR_HSCHR19LRC_LRC_J_CTG3_1	GP6	protein_coding	55046861	55071420
ENSG00000199001	X	MIR448	miRNA	114823454	114823564
ENSG00000200830	12	RN7SKP134	misc_RNA	14553702	14553970
ENSG00000283874	9	MIR3911	miRNA	127690687	127690795
ENSG00000275132	19	RN7SL663P	misc_RNA	38200234	38200532
ENSG00000252035	8	RNU6-397P	snRNA	14487776	14487879
ENSG00000275661	KI270721.1	RF01974	misc_RNA	52895	53010
ENSG00000252213	5	SNORA74D	snoRNA	139276180	139276320
ENSG00000202502	3	RNA5SP151	rRNA_pseudogene	183258300	183258416
ENSG00000252721	9	RNU6-798P	snRNA	97192923	97193025
ENSG00000221303	14	SNORA79	snoRNA	81202695	81202834
ENSG00000200963	4	RNU6-289P	snRNA	111331412	111331518
ENSG00000202474	9	RNA5SP283	rRNA_pseudogene	62802320	62802438
ENSG00000200314	6	RF00019	misc_RNA	106454828	106454929
ENSG00000274385	20	RF00026	snRNA	30713240	30713346
ENSG00000243049	17	RN7SL33P	misc_RNA	2557753	2558094
ENSG00000201831	15	SNORD115-1	snoRNA	25170723	25170804
ENSG00000223037	4	RNU6-284P	snRNA	164620732	164620837
ENSG00000212214	X	SNORA48B	snoRNA	3532117	3532251
ENSG00000253041	9	RF00322	snoRNA	101322477	101322533
ENSG00000251733	9	SCARNA8	scaRNA	19063656	19063786
ENSG00000207467	12	RF00019	misc_RNA	48809911	48810016
ENSG00000199764	7	RF00019	misc_RNA	115207894	115207996
ENSG00000275307	22	RF01892	misc_RNA	30973417	30973597
ENSG00000221611	12	RF00604	snoRNA	12972053	12972143
ENSG00000281309	CHR_HG2030_PATCH	SURF6	protein_coding	133328924	133336336
ENSG00000202521	1	RNA5S7	rRNA	228623667	228623785
ENSG00000239175	8	RNU6-1218P	snRNA	30043801	30043908
ENSG00000202200	6	RF00019	misc_RNA	128761717	128761808
ENSG00000275414	2	RF02271	misc_RNA	170690564	170690742
ENSG00000202137	2	RF00019	misc_RNA	201808681	201808782
ENSG00000200029	2	RNU6-642P	snRNA	218916184	218916287
ENSG00000199780	4	RF00019	misc_RNA	59533786	59533898
ENSG00000277966	7	RF02140	misc_RNA	27186892	27187124
ENSG00000252357	1	RF00019	misc_RNA	173808489	173808622
ENSG00000197334	8	RF00017	misc_RNA	9091240	9091508
ENSG00000263776	3	SNORA4	snoRNA	186787612	186787749
ENSG00000240160	22	RN7SL263P	misc_RNA	23261782	23262071
ENSG00000252451	4	RNA5SP168	rRNA_pseudogene	150970671	150970782
ENSG00000207124	10	RNU6-163P	snRNA	4514952	4515057
ENSG00000274721	5	RF02039	misc_RNA	142318047	142318167
ENSG00000200413	14	SNORD114-26	snoRNA	100987046	100987117
ENSG00000239984	1	RN7SL420P	misc_RNA	115606471	115606768
ENSG00000199450	8	RNA5SP276	rRNA_pseudogene	116022686	116022779
ENSG00000201517	X	RNU6-707P	snRNA	48153980	48154074
ENSG00000283791	11	MIR612	miRNA	65444458	65444557
ENSG00000273913	2	RF00017	misc_RNA	42511570	42511851
ENSG00000223299	14	RN7SKP108	misc_RNA	96638187	96638514
ENSG00000207441	16	RNU6-21P	snRNA	62187540	62187646
ENSG00000283998	12	MIR492	miRNA	94834398	94834513
ENSG00000201452	3	RNU6-1317P	snRNA	175767558	175767661
ENSG00000275642	19	RF00017	misc_RNA	1724115	1724395
ENSG00000221479	12	MIR1251	miRNA	97491909	97491978
ENSG00000239190	12	RNU6-717P	snRNA	133238335	133238438
ENSG00000238578	17	SNORD4A	snoRNA	28722582	28722653
ENSG00000200720	4	RNU6-931P	snRNA	45480030	45480136
ENSG00000207781	14	MIR625	miRNA	65471102	65471186
ENSG00000252807	2	RNU6-1006P	snRNA	170119996	170120098
ENSG00000277269	7	RF02148	misc_RNA	130487483	130487622
ENSG00000207439	5	RF00019	misc_RNA	65123369	65123474
ENSG00000221656	16	MIR1225	miRNA	2090195	2090284
ENSG00000239731	10	RN7SL825P	misc_RNA	31992087	31992381
ENSG00000223113	7	RNA5SP247	rRNA_pseudogene	140370441	140370545
